1473792051107---0000040000000020243052040429830580540810                      0 
1473792051108---200005000000002024605205082984062056070228250                 2 
1473792051109---100008000000000024605302112984063057070228250                 0 
1473792051110---100008000000000024605304112984065058065228250                 0 
1473792051111---210010000000000024305412102983068060061514045482505           1 
1473792051112---200012000000000023905407092982069060059553040                 5 
1473792051113---200012000000000023405405072980071061055553045                 5 
1473792051114---200015000000000022705406092978072061053553045                 5 
1473792051115---200015000000000022405413112977072061053444050                 4 
1473792051116---200015000000000022405313122977072061051224050                 2 
1473792051117---0000150000000000221053111129760700600550 4050                 0 
1473792051118---0000150000000000224051141029770680580550 4050                 0 
1473792051119---0000150000000000227049141329780650560560 3050                 0 
1473792051120---0000150000000000231049130829790630550610                      0 
1473792051121---0000150000000000238048130629810610540630                      0 
1473792051122---0000200000000000238045130829810580510620                      0 
1473792051123---0000200000000000238043150829810550490640                      0 
1473792051200---0000150000000000234037000029800530450550                      0 
1473792051201---0000150000000000227038000029780520450590                      0 
1473792051202---0000150000000000224042000029770480450800                      0 
1473792051203---0000150000000000224042320329770460440860                      0 
1473792051204---0000150000000000224042150429770460440860                      0 
1473792051205---0000150000000000225042340329770450430890                      0 
1473792051206---0000200000000000225043020329770480450830                      0 
1473792051207---0000200000000000224046000029770520490800                      0 
1473792051208---0000200000000000221046050329760580510650                      0 
1473792051209---0000200000000000214036051029740600480410                      0 
1473792051210---0000200000000000210033040729730650490300                      0 
1473792051211---0000200000000000203039040829710680530350                      0 
1473792051212---0000200000000000193045340529680710560400                      0 
1473792051213---0000200000000000186047090629660730580400                      0 
1473792051214---200020000000000017604905102963074059041114050                 1 
1473792051215---200020000000000016605018072960074060043114050                 1 
1473792051216---0000200000000000159052091029580750610450 404508200            0 
1473792051217---100020000000000015205212102956074061046104045182001           0 
1473792051218---220020000000000014905211112955073060048104045170701082001     1 
1473792051219---0000200000000000149055121029550690600610 306008200            0 
1473792051220---0000200000000000150055120929560650590700 7070                 0 
1473792051221---0000200000000000155055120929570630580750                      0 
1473792051222---200020000000000015205510032956062058078223030                 2 
1473792051223023800020000000000015205535052956060057084--3023                 - 
1473792051300022800015000000000014505509042954061057081--2022                 - 
1473792051301024800015000000000013805511052952061057081--2024                 - 
1473792051302026280010000000000013405407032951060056081-2201483026-           - 
1473792051303027800010000000000012705500002949060057084--3027                 - 
1473792051304028800010000000000012405500002948060057084--3028                 - 
1473792051305013580007000000000012405510052948060057084-8201323027-           - 
1473792051306029280007000000000012005611042947060057087-5201053029-           - 
1473792051307029280006000000010012105700002947060058090-4201063029-           - 
1473792051308027280006000000010011905835042947064060081-1401093027-           - 
1473792051309031280006000000010011605810032946065060078-1401893031-           - 
1473792051310031280006000000002011505803042946068062071-1402493031-           - 
1473792051311037500006000000002010705601042943070061061993037                 9 
1473792051312036550006000000002010205635032942071062059763036182507           6 
1473792051313---240006000000002009505617032940071062059944040982509           4 
1473792051314---220006000000002008605707062937074063056434040182504           3 
1473792051315---210006000000002007705607042935075063052424040282504           2 
1473792051316---100015000000000006705621032932075063052104040182501           0 
1473792051317---0000150000000000064056210529310750630520 4040                 0 
1473792051318---0000150000000000067057190829320730630570                      0 
1473792051319---200012000000000007105722062933071062061114030                 1 
1473792051320050500012000000000007905823082935069062068993050                 9 
1473792051321120280012000000000008405727082937069061066-2708087120-           9 
1473792051322---240007000000000008605727072937066060073723060582507           3 
1473792051323060500007000000000008605722062937064059078663060                 6 
1473792051400---240006000000002009305732052939065060076823060692508           2 
1473792051401---200008000000000009305533102939063058075228250                 2 
1473792051402---0000200000000000093051331229390610550700                      0 
1473792051403---210020000000000009604933072940059053070317090282503           1 
1473792051404---200020000000000010004932062941058053072117080                 1 
1473792051405---0000200000000000108049321329440580530720                      0 
1473792051406---0000250000000000121049280629470580530720                      0 
1473792051407---0000250000000000127048321029490600530650                      0 
1473792051408---0000250000000000134048360929510630540580 8250                 0 
1473792051409---0000250000000000138049331229520660560550 4030                 0 
1473792051410---200025000000000014104734102953068056047104030182501           1 
1473792051411---100025000000000014604631062955070056042104030182501           0 
1473792051412---200025000000000014404628122954071057041104030182501           1 
1473792051413---210025000000000014404533142954072057038517150482505           2 
1473792051414---210025000000000013904226092953072056034517150482505           2 
1473792051415---210025000000000014104229112953073056033517150482505           2 
1473792051416---240020000000000014104133062953073056032827120682008           3 
1473792051417---400020000000000014504133112954072055033998200                 3 
1473792051418---700020000000000015504035122957071054033--8200                 2 
1473792051419---100020000000000016503736082960067052033448200                 2 
1473792051420---200020000000000017204101082962063051045229200                 2 
1473792051421---200020000000000018104202062965062051048119200                 1 
1473792051422050500020000000000018604302062966062052050773050                 7 
1473792051423100800020000000000018604106092966061051048--6100                 6 
1473792051500100800015000000000019604209072969060050052--6100                 - 
1473792051501100800015000000000019304109102968059050052--6100                 - 
1473792051502100800015000000000019604436052969057050062--6100                 - 
1473792051503100800015000000000020004204042970057049058--6100                 - 
1473792051504150800015000000000020304205072971057049058--6150                 - 
1473792051505150800015000000000021004104092973056048057--6150                 - 
1473792051506150280015000000000022004105072976056048057-2710086150-           - 
1473792051507150550015000000000022404104112977058049053967150382509           7 
1473792051508150580015000000000022904107092979059050052-6715049250-           - 
1473792051509120800015000000000023304205092980061051050--7120                 - 
1473792051510100800015000000000023604505072981064054050--7100                 - 
1473792051511085280015000000000023904709102982065055052-2607086085-           - 
1473792051512090280015000000000024305012072983066057057-2305086090-           - 
1473792051513070280010000000000024605112112984063056065-2305086070-           - 
1473792051514090280010001000000024305312132983061056075-1305096090-           - 
1473792051515090280008001000000024205209132982059055078-1O07096090-           - 
1473792051516075800006000000002024405209072983058054081--7075                 - 
1473792051517070280006000000002024405309122983058055084-2301387070-           - 
1473792051518012580006000000010024705308122984057054087-6301243021-           - 
1473792051519025580006001000010025405208072986056053087-8302527075-           - 
1473792051520085280006001000010025605209102986056053087-5302557085-           - 
1473792051521060280005001000010025705208112987054052093-2302583060-           - 
1473792051522009800005001000010026005206092988053052096--K009                 - 
1473792051523009580002701000010025705207122987053052096-8K00923048-           - 
1473792051600009800002002000010025705209112987053052096--K009                 - 
1473792051601009800002001000010025405206092986052052100--K009                 - 
1473792051602009800004000000010025405207072986052052100--K009                 - 
1473792051603009800004001000010025405306072986053053100--K009                 - 
1473792051604004800001702000010025405305082986053053100--K004                 - 
1473792051605004800001701000010026105303072988053053100--K004                 - 
1473792051606004800001001000010027105409062991054054100--K004                 - 
1473792051607004800001000400010027805405072993054054100--K004                 - 
1473792051608007800002700000010028205406082994055054097--2007                 - 
1473792051609008800005000000010028205407072994056054093--2008                 - 
1473792051610012800008000000000028905307092996057054087--3012                 - 
1473792051611013800008000000000029205307092997057054087--3013                 - 
1473792051612011800007000000000029205408082997058055087--3011                 - 
1473792051613011800006000000010029205409092997058055087--3011                 - 
1473792051614011800006000000010029205508102997058056090--3011                 - 
1473792051615012800006000000010029505411072998058055087--3012                 - 
1473792051616009800004000000010029005508092996057055093--3009                 - 
1473792051617009800004000000010029005507102996057055093--3009                 - 
1473792051618008580002700400010029405510122997057055093-8300823011-           - 
1473792051619007 28002700400010029405506092997056055097-110003K00446K007-     - 
1473792051620005 58002000400010029605409092998055054097-410003K005733012-     - 
1473792051621005 80002000400010030205508093000055055100-410006K005-           - 
1473792051622013800007000000000030605210083001055053090--3013                 - 
1473792051623015800007000000000030605112093001054052090--3015                 - 
1473792051700015800007000400000029905109072999053051093--3015                 - 
1473792051701015800007000000000029904907072999054051083--3015                 - 
1473792051702015800007000000000029504908072998054051083--3015                 - 
1473792051703015800007000000000029904907062999054051083--3015                 - 
1473792051704015800010000000000029905008062999054051086--3015                 - 
1473792051705015800010000000000029905008072999054051086--3015                 - 
1473792051706015580010000000000029905008072999054051086-6301543024-           - 
1473792051707024280010000000000030205008073000054051086-3301573024-           - 
1473792051708022800012000000000029904910052999054051083--2022                 - 
1473792051709023800012000000000029505010052998056052080--3023                 - 
1473792051710023800015000000000029505000002998058053075--3023                 - 
1473792051711025800012000000000029205100002997060055072--3025                 - 
1473792051712025800010000000000028805219032996061056072--3025                 - 
1473792051713027800008000000000028105517042994064058073--3027                 - 
1473792051714029800008000000000027005725032991066060073--3029                 - 
1473792051715024580008000000000026005700002988068061068-9302413041-           - 
1473792051716037228007000000000025305922052986068062073-2302423033463037-     - 
1473792051717035280007000000000024606020062984068063076-3302773035-           - 
1473792051718033280007000000000023806022042981068063076-2302783033-           - 
1473792051719033280007000000000023806020062981068063076-2302783033-           - 
1473792051720031800006000000002023806122082981067063081--3031                 - 
1473792051721025800006000000002023906021092982066062081--3025                 - 
1473792051722020800006000000002023406021082980066062081--3020                 - 
1473792051723031800006000000002022706021062978065062084--3031                 - 
1473792051800022800006000000002022406021082977064061087--3022                 - 
1473792051801013800006000000002021705919062975063060087--3013                 - 
1473792051802013 80001700400010021006119072973062061097-3100073013-           - 
1473792051803065 250017004000100203061210529710610611008210003K0135330658     8 
1473792051804007 80001700000010019606017092969060060100-2100082007-           - 
1473792051805008 80002000000010019605919072969060059097-2100082008-           - 
1473792051806008 80002000000010020005919072970060059097-2100082008-           - 
1473792051807008 80002000000010020006022062970061060097-2100082008-           - 
1473792051808005 80002000000010020106224092971063062097-1100092005-           - 
1473792051809009800002700000010019906323092970066064090--2009                 - 
1473792051810015800002700000010019906324092970067064087--3015                 - 
1473792051811015800002700000010019906324092970068064084--2015                 - 
1473792051812017580002700000010019906425082970069065084-9201713037-           - 
1473792051813040800002704000010020506330092972064063097--3040                 - 
1473792051814037580004004000010020106426062971066064093-8303726080-           - 
1473792051815040580005000000010020006533122970070066084-8304026080-           - 
1473792051816110258012000000000019606331092969072066073-2304057110738200-     7 
1473792051817100580012000000000019605831162969071063064-6710049200-           9 
1473792051818110258015000000000020305632122971069061063-2305047110649200-     8 
1473792051819200228015000000000021005335122973067059061-2305037110559200-     8 
1473792051820100258020000000000022405332062977064057068-4305037100739200-     - 
1473792051821200250020000000000023705202082981063056068833050592008           6 
1473792051822200225020000000000024604902122984064055058823040330655392008     7 
1473792051823065550020000000000024904802082985061054063873065182008           7 
1473792051900065550015000000000025604804072987060053065873065182008           7 
1473792051901---200015000000000026304305142989059050056553065                 5 
1473792051902---200015000000000026703705112990056047049553065                 5 
1473792051903---200015000000000027003606132991055046049443065                 4 
1473792051904---200015000000000027703606112993053045053447085                 4 
1473792051905---200015000000000028403606092995052044055227085                 2 
1473792051906---200015000000000029403605112998053045053117085                 1 
1473792051907---200020000000000029803805142999055047053117085                 1 
1473792051908---0000300000000000305039071230010570480510 8200                 0 
1473792051909---0000300000000000308038101330020620500410 8200                 0 
1473792051910---0000300000000000311041131330030630510450 8200                 0 
1473792051911---0000300000000000311043101230030650530450 8250                 0 
1473792051912---0000300000000000311043141130030670540420                      0 
1473792051913---0000300000000000308043100830020680540410                      0 
1473792051914---0000300000000000305041080730010680540380                      0 
1473792051915---0000300000000000298038111029990690530320                      0 
1473792051916---0000300000000000294038081129980700530310                      0 
1473792051917---0000300000000000294037100529980690530310                      0 
1473792051918---0000300000000000293037121029970680520320                      0 
1473792051919---0000200000000000298036110829990650500340                      0 
1473792051920---0000250000000000298041131029990620510460                      0 
1473792051921---0000250000000000303043130830000580500580                      0 
1473792051922---0000250000000000308042110530020550480620                      0 
1473792051923---0000250000000000315042100530040530470660                      0 
1473792052000---0000200000000000312041070430030510460690                      0 
1473792052001---0000200000000000312041030530030490450740                      0 
1473792052002---0000200000000000309041060430020470440800                      0 
1473792052003---0000200000000000302040030430000440420860                      0 
1473792052004---0000200000000000306040000030010430410890                      0 
1473792052005---0000200000000000309040000030020410400960                      0 
1473792052006---0000200000000000313041000030030440420890                      0 
1473792052007---0000200000000000316042350430040470440830                      0 
1473792052008---0000250000000000315044010330040550490670                      0 
1473792052009---0000250000000000315045020430040600520580                      0 
1473792052010---0000250000000000315040040830040630510430                      0 
1473792052011---0000250000000000313038080630030680530330                      0 
1473792052012---0000250000000000312034131030030710520260                      0 
1473792052013---0000250000000000308026100830020730510170                      0 
1473792052014---0000250000000000305027121230010750520170                      0 
1473792052015---0000250000000000300036121029990770560230                      0 
1473792052016---0000250000000000298029160529990780540170                      0 
1473792052017---0000250000000000295029120629980770530170                      0 
1473792052018---0000250000000000293032180929970750540210                      0 
1473792052019---0000250000000000295027160729980730510180                      0 
1473792052020---0000250000000000296028150429980690500220                      0 
1473792052021---0000250000000000299030160329990650480270                      0 
1473792052022---0000250000000000301034360330000610480370                      0 
1473792052023---0000250000000000306041320530010560480570                      0 
1473792052100---0000200000000000301043320430000520470720                      0 
1473792052101---0000200000000000305040050430010500450690                      0 
1473792052102---0000200000000000301042290430000490450770                      0 
1473792052103---0000200000000000298041270529990470440800                      0 
1473792052104---0000200000000000294042250529980460440860                      0 
1473792052105---0000200000000000298040310429990450420830                      0 
1473792052106---0000200000000000305040310430010450420830                      0 
1473792052107---0000200000000000311039000030030530460590                      0 
1473792052108---0000200000000000311042000030030560490600                      0 
1473792052109---0000200000000000309043240330020660540430                      0 
1473792052110---0000200000000000304042240330010730560330                      0 
1473792052111---0000200000000000297039000029990790570240                      0 
1473792052112---0000200000000000290031210329970810560160                      0 
1473792052113---0000200000000000284032290429950820560160                      0 
1473792052114---0000200000000000277037160329930830580190 8200                 0 
1473792052115---0000200000000000270032180429910840570150 8200                 0 
1473792052116---0000200000000000263033130429890850580150 8200                 0 
1473792052117---0000200000000000256039220629870850600200 8200                 0 
1473792052118---0000200000000000255038250729860830590200                      0 
1473792052119---0000200000000000254036270729860810570200                      0 
1473792052120---0000200000000000253041290729860770570280                      0 
1473792052121---0000200000000000252045220529860730570370                      0 
1473792052122---0000200000000000252042250329860690540380                      0 
1473792052123---0000200000000000247047270529840650550520                      0 
1473792052200---0000200000000000245048280529840620540600                      0 
1473792052201---0000200000000000245050280529840580530750                      0 
1473792052202---0000200000000000242048270529830570520720                      0 
1473792052203---0000200000000000242048270429830550510770                      0 
1473792052204---0000200000000000242046280429830540490750                      0 
1473792052205---0000200000000000246047280529840520490830                      0 
1473792052206---0000200000000000246045280429840550500690                      0 
1473792052207---0000200000000000245046240529840600520600                      0 
1473792052208---100025000000000024504527042984068055044118200                 0 
1473792052209---100025000000000024104625052983074058037118200                 0 
1473792052210---100025000000000023804500002982080060029118200                 0 
1473792052211---0000250000000000236044240429810840610250 8200                 0 
1473792052212---0000250000000000226040320329780870610190 404008200            0 
1473792052213---0000250000000000217039210629760900610170 7070                 0 
